label,start,stop
nonspeech,0.0,0.07
speech,0.07,0.79
nonspeech,0.79,1.44
speech,1.44,1.5
nonspeech,1.5,1.59
speech,1.59,4.01
nonspeech,4.01,4.2
speech,4.2,6.27
nonspeech,6.27,6.65
speech,6.65,6.93
nonspeech,6.93,7.22
speech,7.22,9.0
nonspeech,9.0,9.21
speech,9.21,11.32
nonspeech,11.32,11.59
speech,11.59,17.16
nonspeech,17.16,17.18
speech,17.18,21.46
nonspeech,21.46,21.49
speech,21.49,26.65
nonspeech,26.65,26.82
speech,26.82,29.54
nonspeech,29.54,30.62
speech,30.62,30.85
nonspeech,30.85,30.86
speech,30.86,34.84
nonspeech,34.84,35.01
speech,35.01,37.39
nonspeech,37.39,38.06
speech,38.06,46.27
nonspeech,46.27,46.35
speech,46.35,58.32
nonspeech,58.32,58.46
speech,58.46,59.19
nonspeech,59.19,59.4
speech,59.4,59.98
nonspeech,59.98,59.99
