label,start,stop
nonspeech,0.0,0.01
speech,0.01,12.95
nonspeech,12.95,14.36
speech,14.36,18.57
nonspeech,18.57,18.78
speech,18.78,21.51
nonspeech,21.51,21.66
speech,21.66,24.96
nonspeech,24.96,26.29
speech,26.29,26.92
nonspeech,26.92,26.97
speech,26.97,27.2
nonspeech,27.2,27.56
speech,27.56,30.36
nonspeech,30.36,30.37
speech,30.37,30.47
nonspeech,30.47,30.53
speech,30.53,35.58
nonspeech,35.58,35.63
speech,35.63,36.61
nonspeech,36.61,37.27
speech,37.27,39.6
nonspeech,39.6,41.32
speech,41.32,41.65
nonspeech,41.65,42.32
speech,42.32,43.18
nonspeech,43.18,44.18
speech,44.18,45.63
nonspeech,45.63,49.85
speech,49.85,51.15
nonspeech,51.15,53.04
speech,53.04,55.95
nonspeech,55.95,56.36
speech,56.36,57.2
nonspeech,57.2,57.75
speech,57.75,60.0
nonspeech,60.0,60.01
