label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.25
nonspeech,0.25,0.43
speech,0.43,0.94
nonspeech,0.94,1.03
speech,1.03,2.96
nonspeech,2.96,3.2
speech,3.2,3.84
nonspeech,3.84,4.19
speech,4.19,5.62
nonspeech,5.62,6.42
speech,6.42,7.49
nonspeech,7.49,7.53
speech,7.53,8.06
nonspeech,8.06,9.38
speech,9.38,13.44
nonspeech,13.44,13.76
speech,13.76,15.8
nonspeech,15.8,15.91
speech,15.91,17.58
nonspeech,17.58,17.85
speech,17.85,20.48
nonspeech,20.48,20.97
speech,20.97,24.96
nonspeech,24.96,25.46
speech,25.46,31.95
nonspeech,31.95,32.07
speech,32.07,32.44
nonspeech,32.44,32.55
speech,32.55,34.33
nonspeech,34.33,34.6
speech,34.6,36.31
nonspeech,36.31,36.63
speech,36.63,37.05
nonspeech,37.05,37.32
speech,37.32,42.58
nonspeech,42.58,42.88
speech,42.88,49.4
nonspeech,49.4,49.49
speech,49.49,50.72
nonspeech,50.72,51.0
speech,51.0,52.56
nonspeech,52.56,52.73
speech,52.73,55.08
nonspeech,55.08,55.49
speech,55.49,57.89
nonspeech,57.89,58.35
speech,58.35,61.28
nonspeech,61.28,61.29
