label,start,stop
nonspeech,0.0,1.46
speech,1.46,4.63
nonspeech,4.63,5.67
speech,5.67,9.64
nonspeech,9.64,10.03
speech,10.03,11.11
nonspeech,11.11,12.17
speech,12.17,15.19
nonspeech,15.19,15.76
speech,15.76,19.04
nonspeech,19.04,19.25
speech,19.25,20.76
nonspeech,20.76,22.51
speech,22.51,22.77
nonspeech,22.77,23.39
speech,23.39,23.8
nonspeech,23.8,24.86
speech,24.86,29.24
nonspeech,29.24,29.76
speech,29.76,31.83
nonspeech,31.83,32.6
speech,32.6,40.71
nonspeech,40.71,40.78
speech,40.78,42.27
nonspeech,42.27,43.27
speech,43.27,44.49
nonspeech,44.49,44.58
speech,44.58,46.28
nonspeech,46.28,46.62
speech,46.62,49.55
nonspeech,49.55,49.97
speech,49.97,51.38
nonspeech,51.38,52.1
speech,52.1,52.66
nonspeech,52.66,52.7
speech,52.7,53.55
nonspeech,53.55,54.43
speech,54.43,56.11
nonspeech,56.11,56.23
speech,56.23,58.18
nonspeech,58.18,58.58
speech,58.58,60.62
nonspeech,60.62,60.63
