label,start,stop
nonspeech,0.0,0.26
speech,0.26,1.98
nonspeech,1.98,2.17
speech,2.17,2.87
nonspeech,2.87,3.09
speech,3.09,4.08
nonspeech,4.08,4.31
speech,4.31,7.61
nonspeech,7.61,7.65
speech,7.65,9.48
nonspeech,9.48,9.62
speech,9.62,10.14
nonspeech,10.14,10.16
speech,10.16,10.19
nonspeech,10.19,10.28
speech,10.28,13.97
nonspeech,13.97,14.15
speech,14.15,19.43
nonspeech,19.43,19.49
speech,19.49,20.28
nonspeech,20.28,20.39
speech,20.39,23.54
nonspeech,23.54,23.74
speech,23.74,29.55
nonspeech,29.55,29.64
speech,29.64,32.4
nonspeech,32.4,32.45
speech,32.45,33.98
nonspeech,33.98,34.0
speech,34.0,35.85
nonspeech,35.85,35.95
speech,35.95,37.29
nonspeech,37.29,37.4
speech,37.4,38.83
nonspeech,38.83,39.22
speech,39.22,41.85
nonspeech,41.85,41.9
speech,41.9,43.78
nonspeech,43.78,43.88
speech,43.88,44.33
nonspeech,44.33,44.38
speech,44.38,48.33
nonspeech,48.33,48.35
speech,48.35,49.59
nonspeech,49.59,49.83
speech,49.83,53.37
nonspeech,53.37,54.31
speech,54.31,54.95
nonspeech,54.95,55.75
speech,55.75,56.67
nonspeech,56.67,56.68
speech,56.68,59.32
nonspeech,59.32,59.4
speech,59.4,60.71
nonspeech,60.71,60.72
