label,start,stop
nonspeech,0.0,0.14
speech,0.14,3.97
nonspeech,3.97,4.1
speech,4.1,4.75
nonspeech,4.75,4.92
speech,4.92,6.59
nonspeech,6.59,6.7
speech,6.7,10.86
nonspeech,10.86,11.02
speech,11.02,16.44
nonspeech,16.44,16.46
speech,16.46,20.26
nonspeech,20.26,20.88
speech,20.88,23.47
nonspeech,23.47,23.94
speech,23.94,32.35
nonspeech,32.35,32.54
speech,32.54,37.25
nonspeech,37.25,37.42
speech,37.42,39.16
nonspeech,39.16,39.38
speech,39.38,44.8
nonspeech,44.8,44.95
speech,44.95,47.41
nonspeech,47.41,47.58
speech,47.58,49.97
nonspeech,49.97,50.0
speech,50.0,56.05
nonspeech,56.05,56.17
speech,56.17,59.98
nonspeech,59.98,59.99
