label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.25
nonspeech,0.25,0.34
speech,0.34,3.51
nonspeech,3.51,3.58
speech,3.58,8.48
nonspeech,8.48,8.72
speech,8.72,10.95
nonspeech,10.95,11.1
speech,11.1,14.91
nonspeech,14.91,15.15
speech,15.15,17.89
nonspeech,17.89,18.19
speech,18.19,18.62
nonspeech,18.62,18.75
speech,18.75,21.8
nonspeech,21.8,22.54
speech,22.54,24.49
nonspeech,24.49,26.31
speech,26.31,30.11
nonspeech,30.11,30.15
speech,30.15,31.88
nonspeech,31.88,31.97
speech,31.97,34.38
nonspeech,34.38,34.63
speech,34.63,35.77
nonspeech,35.77,35.82
speech,35.82,37.38
nonspeech,37.38,37.99
speech,37.99,38.98
nonspeech,38.98,39.07
speech,39.07,41.13
nonspeech,41.13,41.31
speech,41.31,42.97
nonspeech,42.97,43.01
speech,43.01,49.31
nonspeech,49.31,49.33
speech,49.33,51.45
nonspeech,51.45,51.53
speech,51.53,54.05
nonspeech,54.05,54.21
speech,54.21,55.0
nonspeech,55.0,55.48
speech,55.48,56.5
nonspeech,56.5,56.52
speech,56.52,59.72
nonspeech,59.72,60.01
