label,start,stop
nonspeech,0.0,0.01
speech,0.01,3.97
nonspeech,3.97,4.14
speech,4.14,6.14
nonspeech,6.14,6.59
speech,6.59,7.23
nonspeech,7.23,7.74
speech,7.74,10.72
nonspeech,10.72,11.54
speech,11.54,13.55
nonspeech,13.55,13.89
speech,13.89,15.43
nonspeech,15.43,15.69
speech,15.69,18.35
nonspeech,18.35,18.64
speech,18.64,20.61
nonspeech,20.61,20.95
speech,20.95,21.42
nonspeech,21.42,21.56
speech,21.56,22.2
nonspeech,22.2,23.26
speech,23.26,25.18
nonspeech,25.18,25.47
speech,25.47,27.94
nonspeech,27.94,28.21
speech,28.21,32.3
nonspeech,32.3,32.43
speech,32.43,35.09
nonspeech,35.09,35.37
speech,35.37,38.69
nonspeech,38.69,39.69
speech,39.69,41.38
nonspeech,41.38,41.47
speech,41.47,42.38
nonspeech,42.38,42.53
speech,42.53,43.0
nonspeech,43.0,43.57
speech,43.57,45.26
nonspeech,45.26,47.19
speech,47.19,52.17
nonspeech,52.17,52.48
speech,52.48,59.39
nonspeech,59.39,59.99
