label,start,stop
nonspeech,0.0,0.02
speech,0.02,1.23
nonspeech,1.23,1.26
speech,1.26,3.39
nonspeech,3.39,3.52
speech,3.52,4.3
nonspeech,4.3,5.5
speech,5.5,8.59
nonspeech,8.59,8.79
speech,8.79,11.26
nonspeech,11.26,11.77
speech,11.77,15.55
nonspeech,15.55,16.4
speech,16.4,19.2
nonspeech,19.2,19.5
speech,19.5,21.74
nonspeech,21.74,22.68
speech,22.68,25.24
nonspeech,25.24,25.46
speech,25.46,27.18
nonspeech,27.18,27.4
speech,27.4,39.81
nonspeech,39.81,40.0
speech,40.0,42.44
nonspeech,42.44,42.5
speech,42.5,46.89
nonspeech,46.89,47.01
speech,47.01,48.16
nonspeech,48.16,49.19
speech,49.19,52.16
nonspeech,52.16,52.58
speech,52.58,59.67
nonspeech,59.67,59.9
speech,59.9,60.73
nonspeech,60.73,60.74
