label,start,stop
speech,0.0,3.25
nonspeech,3.25,3.32
speech,3.32,5.6
nonspeech,5.6,5.73
speech,5.73,7.16
nonspeech,7.16,9.22
speech,9.22,12.34
nonspeech,12.34,12.64
speech,12.64,17.44
nonspeech,17.44,17.54
speech,17.54,26.44
nonspeech,26.44,26.53
speech,26.53,27.84
nonspeech,27.84,30.29
speech,30.29,37.36
nonspeech,37.36,37.48
speech,37.48,40.44
nonspeech,40.44,40.6
speech,40.6,42.77
nonspeech,42.77,42.88
speech,42.88,45.5
nonspeech,45.5,45.65
speech,45.65,47.47
nonspeech,47.47,48.13
speech,48.13,50.34
nonspeech,50.34,50.49
speech,50.49,51.75
nonspeech,51.75,51.86
speech,51.86,55.19
nonspeech,55.19,55.25
speech,55.25,56.1
nonspeech,56.1,56.55
speech,56.55,57.23
nonspeech,57.23,57.5
speech,57.5,58.05
nonspeech,58.05,58.54
speech,58.54,59.39
nonspeech,59.39,60.0
speech,60.0,60.39
nonspeech,60.39,60.4
