label,start,stop
nonspeech,0.0,0.01
speech,0.01,2.67
nonspeech,2.67,3.09
speech,3.09,4.2
nonspeech,4.2,4.32
speech,4.32,4.96
nonspeech,4.96,5.12
speech,5.12,6.86
nonspeech,6.86,7.13
speech,7.13,7.9
nonspeech,7.9,8.63
speech,8.63,10.1
nonspeech,10.1,10.18
speech,10.18,12.86
nonspeech,12.86,13.44
speech,13.44,16.62
nonspeech,16.62,16.88
speech,16.88,18.0
nonspeech,18.0,18.79
speech,18.79,21.29
nonspeech,21.29,21.86
speech,21.86,28.43
nonspeech,28.43,28.72
speech,28.72,29.35
nonspeech,29.35,29.36
speech,29.36,29.38
nonspeech,29.38,29.68
speech,29.68,29.71
nonspeech,29.71,29.77
speech,29.77,30.08
nonspeech,30.08,30.49
speech,30.49,33.72
nonspeech,33.72,33.94
speech,33.94,37.07
nonspeech,37.07,37.22
speech,37.22,41.91
nonspeech,41.91,42.04
speech,42.04,44.87
nonspeech,44.87,44.98
speech,44.98,47.98
nonspeech,47.98,48.1
speech,48.1,49.34
nonspeech,49.34,49.66
speech,49.66,52.07
nonspeech,52.07,52.15
speech,52.15,54.45
nonspeech,54.45,54.6
speech,54.6,57.01
nonspeech,57.01,57.16
speech,57.16,60.16
nonspeech,60.16,60.34
speech,60.34,61.41
nonspeech,61.41,61.62
speech,61.62,61.96
nonspeech,61.96,61.97
