label,start,stop
nonspeech,0.0,0.43
speech,0.43,1.52
nonspeech,1.52,2.26
speech,2.26,7.72
nonspeech,7.72,8.89
speech,8.89,9.51
nonspeech,9.51,9.91
speech,9.91,22.87
nonspeech,22.87,23.15
speech,23.15,23.85
nonspeech,23.85,24.01
speech,24.01,24.97
nonspeech,24.97,25.2
speech,25.2,32.16
nonspeech,32.16,34.52
speech,34.52,35.2
nonspeech,35.2,35.66
speech,35.66,41.28
nonspeech,41.28,41.49
speech,41.49,42.97
nonspeech,42.97,44.01
speech,44.01,46.96
nonspeech,46.96,47.6
speech,47.6,51.67
nonspeech,51.67,53.28
speech,53.28,57.08
nonspeech,57.08,57.16
speech,57.16,58.53
nonspeech,58.53,59.15
speech,59.15,60.47
nonspeech,60.47,60.48
