label,start,stop
nonspeech,0.0,0.01
speech,0.01,4.75
nonspeech,4.75,4.85
speech,4.85,6.19
nonspeech,6.19,6.55
speech,6.55,7.37
nonspeech,7.37,7.45
speech,7.45,8.08
nonspeech,8.08,8.14
speech,8.14,15.34
nonspeech,15.34,15.41
speech,15.41,21.75
nonspeech,21.75,22.05
speech,22.05,22.58
nonspeech,22.58,23.06
speech,23.06,23.61
nonspeech,23.61,23.83
speech,23.83,25.66
nonspeech,25.66,25.86
speech,25.86,27.48
nonspeech,27.48,27.65
speech,27.65,34.61
nonspeech,34.61,34.65
speech,34.65,52.47
nonspeech,52.47,52.5
speech,52.5,55.41
nonspeech,55.41,55.48
speech,55.48,57.81
nonspeech,57.81,57.83
speech,57.83,58.25
nonspeech,58.25,58.59
speech,58.59,58.76
nonspeech,58.76,58.78
speech,58.78,60.74
nonspeech,60.74,60.95
