label,start,stop
nonspeech,0.0,0.14
speech,0.14,0.83
nonspeech,0.83,1.03
speech,1.03,7.53
nonspeech,7.53,8.24
speech,8.24,10.15
nonspeech,10.15,10.29
speech,10.29,14.28
nonspeech,14.28,14.78
speech,14.78,17.03
nonspeech,17.03,18.09
speech,18.09,20.61
nonspeech,20.61,20.62
speech,20.62,23.32
nonspeech,23.32,24.39
speech,24.39,27.62
nonspeech,27.62,30.05
speech,30.05,30.77
nonspeech,30.77,30.88
speech,30.88,31.47
nonspeech,31.47,31.84
speech,31.84,36.37
nonspeech,36.37,36.52
speech,36.52,38.63
nonspeech,38.63,38.73
speech,38.73,43.64
nonspeech,43.64,44.02
speech,44.02,48.61
nonspeech,48.61,48.92
speech,48.92,49.28
nonspeech,49.28,49.67
speech,49.67,50.19
nonspeech,50.19,50.73
speech,50.73,55.2
nonspeech,55.2,55.6
speech,55.6,58.18
nonspeech,58.18,58.47
speech,58.47,61.11
nonspeech,61.11,61.12
