label,start,stop
nonspeech,0.0,0.06
speech,0.06,1.48
nonspeech,1.48,1.82
speech,1.82,5.42
nonspeech,5.42,5.78
speech,5.78,8.71
nonspeech,8.71,8.84
speech,8.84,10.46
nonspeech,10.46,10.48
speech,10.48,11.66
nonspeech,11.66,11.97
speech,11.97,14.02
nonspeech,14.02,14.61
speech,14.61,16.34
nonspeech,16.34,16.54
speech,16.54,18.47
nonspeech,18.47,18.77
speech,18.77,19.19
nonspeech,19.19,19.53
speech,19.53,23.86
nonspeech,23.86,24.0
speech,24.0,24.89
nonspeech,24.89,24.98
speech,24.98,28.33
nonspeech,28.33,28.55
speech,28.55,31.61
nonspeech,31.61,32.72
speech,32.72,33.15
nonspeech,33.15,33.35
speech,33.35,37.95
nonspeech,37.95,38.07
speech,38.07,39.88
nonspeech,39.88,40.01
speech,40.01,43.09
nonspeech,43.09,43.47
speech,43.47,45.87
nonspeech,45.87,45.98
speech,45.98,47.3
nonspeech,47.3,47.37
speech,47.37,49.26
nonspeech,49.26,49.62
speech,49.62,50.73
nonspeech,50.73,51.14
speech,51.14,54.96
nonspeech,54.96,55.24
speech,55.24,58.2
nonspeech,58.2,58.8
speech,58.8,61.35
nonspeech,61.35,61.36
