label,start,stop
nonspeech,0.0,0.02
speech,0.02,6.28
nonspeech,6.28,6.53
speech,6.53,7.37
nonspeech,7.37,8.28
speech,8.28,9.48
nonspeech,9.48,10.3
speech,10.3,11.22
nonspeech,11.22,11.58
speech,11.58,12.68
nonspeech,12.68,12.88
speech,12.88,44.44
nonspeech,44.44,49.15
speech,49.15,49.44
nonspeech,49.44,51.01
speech,51.01,51.77
nonspeech,51.77,52.69
speech,52.69,52.84
nonspeech,52.84,52.91
speech,52.91,52.93
nonspeech,52.93,53.27
speech,53.27,54.19
nonspeech,54.19,55.35
speech,55.35,56.52
nonspeech,56.52,57.21
speech,57.21,58.05
nonspeech,58.05,58.91
speech,58.91,60.54
nonspeech,60.54,60.55
