label,start,stop
nonspeech,0.0,0.49
speech,0.49,2.04
nonspeech,2.04,2.38
speech,2.38,3.64
nonspeech,3.64,3.77
speech,3.77,7.77
nonspeech,7.77,7.98
speech,7.98,10.18
nonspeech,10.18,10.4
speech,10.4,13.1
nonspeech,13.1,13.22
speech,13.22,14.78
nonspeech,14.78,15.04
speech,15.04,16.47
nonspeech,16.47,16.65
speech,16.65,17.9
nonspeech,17.9,18.21
speech,18.21,21.54
nonspeech,21.54,21.81
speech,21.81,24.16
nonspeech,24.16,24.29
speech,24.29,25.03
nonspeech,25.03,25.08
speech,25.08,27.08
nonspeech,27.08,27.14
speech,27.14,29.07
nonspeech,29.07,29.23
speech,29.23,30.14
nonspeech,30.14,30.18
speech,30.18,31.5
nonspeech,31.5,32.68
speech,32.68,33.23
nonspeech,33.23,33.43
speech,33.43,35.55
nonspeech,35.55,35.57
speech,35.57,39.83
nonspeech,39.83,39.86
speech,39.86,54.63
nonspeech,54.63,54.75
speech,54.75,59.98
nonspeech,59.98,59.99
