label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.25
nonspeech,1.25,1.9
speech,1.9,3.02
nonspeech,3.02,3.11
speech,3.11,6.05
nonspeech,6.05,6.09
speech,6.09,7.39
nonspeech,7.39,8.07
speech,8.07,10.93
nonspeech,10.93,11.07
speech,11.07,15.24
nonspeech,15.24,15.27
speech,15.27,17.79
nonspeech,17.79,17.86
speech,17.86,20.59
nonspeech,20.59,20.73
speech,20.73,24.1
nonspeech,24.1,24.23
speech,24.23,26.3
nonspeech,26.3,26.66
speech,26.66,28.92
nonspeech,28.92,29.13
speech,29.13,32.94
nonspeech,32.94,33.15
speech,33.15,34.77
nonspeech,34.77,35.98
speech,35.98,39.5
nonspeech,39.5,39.72
speech,39.72,42.61
nonspeech,42.61,42.63
speech,42.63,44.48
nonspeech,44.48,44.63
speech,44.63,46.26
nonspeech,46.26,46.29
speech,46.29,47.72
nonspeech,47.72,47.75
speech,47.75,48.16
nonspeech,48.16,48.33
speech,48.33,49.66
nonspeech,49.66,50.72
speech,50.72,50.76
nonspeech,50.76,50.82
speech,50.82,52.86
nonspeech,52.86,53.11
speech,53.11,60.09
nonspeech,60.09,60.44
