label,start,stop
nonspeech,0.0,0.21
speech,0.21,0.82
nonspeech,0.82,1.56
speech,1.56,2.62
nonspeech,2.62,3.19
speech,3.19,9.17
nonspeech,9.17,10.49
speech,10.49,12.08
nonspeech,12.08,12.21
speech,12.21,13.62
nonspeech,13.62,13.79
speech,13.79,15.15
nonspeech,15.15,15.25
speech,15.25,16.83
nonspeech,16.83,16.85
speech,16.85,18.03
nonspeech,18.03,18.06
speech,18.06,19.96
nonspeech,19.96,20.04
speech,20.04,22.84
nonspeech,22.84,24.22
speech,24.22,24.99
nonspeech,24.99,25.83
speech,25.83,28.89
nonspeech,28.89,29.06
speech,29.06,32.16
nonspeech,32.16,32.64
speech,32.64,33.84
nonspeech,33.84,34.54
speech,34.54,35.98
nonspeech,35.98,36.64
speech,36.64,38.86
nonspeech,38.86,38.95
speech,38.95,41.25
nonspeech,41.25,41.44
speech,41.44,42.44
nonspeech,42.44,42.65
speech,42.65,44.63
nonspeech,44.63,45.6
speech,45.6,46.23
nonspeech,46.23,46.91
speech,46.91,48.95
nonspeech,48.95,49.39
speech,49.39,50.07
nonspeech,50.07,51.1
speech,51.1,53.76
nonspeech,53.76,54.76
speech,54.76,58.95
nonspeech,58.95,59.17
speech,59.17,60.98
nonspeech,60.98,60.99
