label,start,stop
nonspeech,0.0,0.14
speech,0.14,5.57
nonspeech,5.57,5.84
speech,5.84,8.05
nonspeech,8.05,8.9
speech,8.9,14.31
nonspeech,14.31,14.42
speech,14.42,19.86
nonspeech,19.86,20.09
speech,20.09,26.07
nonspeech,26.07,26.95
speech,26.95,29.23
nonspeech,29.23,29.6
speech,29.6,32.04
nonspeech,32.04,32.22
speech,32.22,36.84
nonspeech,36.84,36.9
speech,36.9,38.45
nonspeech,38.45,38.79
speech,38.79,41.63
nonspeech,41.63,41.92
speech,41.92,46.93
nonspeech,46.93,47.9
speech,47.9,50.31
nonspeech,50.31,50.7
speech,50.7,59.98
nonspeech,59.98,59.99
