label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.97
nonspeech,1.97,2.15
speech,2.15,5.24
nonspeech,5.24,5.29
speech,5.29,6.86
nonspeech,6.86,7.65
speech,7.65,14.2
nonspeech,14.2,14.23
speech,14.23,16.29
nonspeech,16.29,16.3
speech,16.3,22.11
nonspeech,22.11,22.61
speech,22.61,27.63
nonspeech,27.63,27.64
speech,27.64,33.17
nonspeech,33.17,33.7
speech,33.7,34.73
nonspeech,34.73,34.8
speech,34.8,46.81
nonspeech,46.81,46.9
speech,46.9,48.74
nonspeech,48.74,48.78
speech,48.78,50.23
nonspeech,50.23,51.27
speech,51.27,52.67
nonspeech,52.67,52.75
speech,52.75,54.49
nonspeech,54.49,54.64
speech,54.64,55.36
nonspeech,55.36,55.49
speech,55.49,58.71
nonspeech,58.71,58.79
speech,58.79,59.84
nonspeech,59.84,59.86
speech,59.86,60.08
nonspeech,60.08,60.16
