label,start,stop
nonspeech,0.0,0.01
speech,0.01,2.56
nonspeech,2.56,2.67
speech,2.67,5.87
nonspeech,5.87,6.16
speech,6.16,9.14
nonspeech,9.14,9.22
speech,9.22,14.62
nonspeech,14.62,14.78
speech,14.78,15.65
nonspeech,15.65,15.93
speech,15.93,17.39
nonspeech,17.39,17.48
speech,17.48,21.82
nonspeech,21.82,22.05
speech,22.05,24.66
nonspeech,24.66,24.82
speech,24.82,25.23
nonspeech,25.23,25.75
speech,25.75,31.47
nonspeech,31.47,31.57
speech,31.57,36.19
nonspeech,36.19,36.37
speech,36.37,39.35
nonspeech,39.35,39.63
speech,39.63,40.75
nonspeech,40.75,40.96
speech,40.96,44.8
nonspeech,44.8,45.16
speech,45.16,56.22
nonspeech,56.22,56.26
speech,56.26,57.18
nonspeech,57.18,57.4
speech,57.4,59.27
nonspeech,59.27,59.46
speech,59.46,59.92
nonspeech,59.92,59.99
