label,start,stop
nonspeech,0.0,0.01
speech,0.01,4.02
nonspeech,4.02,4.12
speech,4.12,7.93
nonspeech,7.93,8.01
speech,8.01,10.59
nonspeech,10.59,10.81
speech,10.81,20.86
nonspeech,20.86,21.02
speech,21.02,22.03
nonspeech,22.03,22.3
speech,22.3,26.56
nonspeech,26.56,26.63
speech,26.63,28.27
nonspeech,28.27,28.69
speech,28.69,32.2
nonspeech,32.2,32.4
speech,32.4,32.92
nonspeech,32.92,33.12
speech,33.12,34.3
nonspeech,34.3,34.48
speech,34.48,40.39
nonspeech,40.39,40.77
speech,40.77,42.45
nonspeech,42.45,42.75
speech,42.75,46.96
nonspeech,46.96,46.99
speech,46.99,50.06
nonspeech,50.06,50.3
speech,50.3,58.48
nonspeech,58.48,58.62
speech,58.62,60.0
nonspeech,60.0,60.01
