label,start,stop
speech,0.0,1.42
nonspeech,1.42,2.05
speech,2.05,5.49
nonspeech,5.49,5.62
speech,5.62,9.47
nonspeech,9.47,9.68
speech,9.68,14.95
nonspeech,14.95,15.06
speech,15.06,17.12
nonspeech,17.12,17.48
speech,17.48,17.98
nonspeech,17.98,17.99
speech,17.99,21.79
nonspeech,21.79,21.97
speech,21.97,24.76
nonspeech,24.76,26.3
speech,26.3,29.62
nonspeech,29.62,30.77
speech,30.77,32.29
nonspeech,32.29,32.54
speech,32.54,33.89
nonspeech,33.89,33.99
speech,33.99,34.94
nonspeech,34.94,35.51
speech,35.51,35.72
nonspeech,35.72,36.96
speech,36.96,37.72
nonspeech,37.72,37.78
speech,37.78,40.24
nonspeech,40.24,40.5
speech,40.5,41.4
nonspeech,41.4,41.68
speech,41.68,43.77
nonspeech,43.77,44.86
speech,44.86,46.65
nonspeech,46.65,47.15
speech,47.15,50.14
nonspeech,50.14,50.36
speech,50.36,53.55
nonspeech,53.55,54.23
speech,54.23,56.08
nonspeech,56.08,56.31
speech,56.31,60.36
nonspeech,60.36,60.5
speech,60.5,61.39
nonspeech,61.39,61.4
