label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.13
nonspeech,1.13,1.21
speech,1.21,5.04
nonspeech,5.04,5.26
speech,5.26,16.16
nonspeech,16.16,16.45
speech,16.45,21.66
nonspeech,21.66,21.68
speech,21.68,28.48
nonspeech,28.48,28.9
speech,28.9,35.17
nonspeech,35.17,35.25
speech,35.25,41.07
nonspeech,41.07,41.26
speech,41.26,42.25
nonspeech,42.25,42.35
speech,42.35,43.42
nonspeech,43.42,44.08
speech,44.08,48.64
nonspeech,48.64,48.74
speech,48.74,51.21
nonspeech,51.21,52.77
speech,52.77,61.62
nonspeech,61.62,61.63
