label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.57
nonspeech,0.57,0.86
speech,0.86,6.22
nonspeech,6.22,6.47
speech,6.47,9.53
nonspeech,9.53,9.75
speech,9.75,12.57
nonspeech,12.57,12.62
speech,12.62,23.7
nonspeech,23.7,23.98
speech,23.98,29.1
nonspeech,29.1,29.14
speech,29.14,33.91
nonspeech,33.91,34.04
speech,34.04,36.33
nonspeech,36.33,36.45
speech,36.45,39.64
nonspeech,39.64,39.87
speech,39.87,43.23
nonspeech,43.23,43.47
speech,43.47,46.29
nonspeech,46.29,46.61
speech,46.61,47.23
nonspeech,47.23,47.33
speech,47.33,49.2
nonspeech,49.2,49.27
speech,49.27,51.01
nonspeech,51.01,51.11
speech,51.11,56.29
nonspeech,56.29,56.75
speech,56.75,60.74
nonspeech,60.74,60.82
