label,start,stop
nonspeech,0.0,0.09
speech,0.09,2.86
nonspeech,2.86,2.97
speech,2.97,7.18
nonspeech,7.18,7.39
speech,7.39,9.26
nonspeech,9.26,9.76
speech,9.76,12.85
nonspeech,12.85,13.0
speech,13.0,15.82
nonspeech,15.82,16.01
speech,16.01,17.97
nonspeech,17.97,18.16
speech,18.16,23.64
nonspeech,23.64,23.83
speech,23.83,26.23
nonspeech,26.23,26.3
speech,26.3,30.13
nonspeech,30.13,30.2
speech,30.2,38.68
nonspeech,38.68,38.76
speech,38.76,41.54
nonspeech,41.54,41.82
speech,41.82,42.34
nonspeech,42.34,42.59
speech,42.59,44.34
nonspeech,44.34,44.91
speech,44.91,47.74
nonspeech,47.74,48.03
speech,48.03,50.98
nonspeech,50.98,51.07
speech,51.07,57.21
nonspeech,57.21,57.28
speech,57.28,58.35
nonspeech,58.35,58.46
speech,58.46,59.98
nonspeech,59.98,59.99
