label,start,stop
nonspeech,0.0,0.27
speech,0.27,22.87
nonspeech,22.87,23.02
speech,23.02,24.59
nonspeech,24.59,24.99
speech,24.99,25.02
nonspeech,25.02,25.42
speech,25.42,25.86
nonspeech,25.86,26.48
speech,26.48,27.07
nonspeech,27.07,27.26
speech,27.26,31.89
nonspeech,31.89,32.12
speech,32.12,32.66
nonspeech,32.66,32.71
speech,32.71,37.67
nonspeech,37.67,38.47
speech,38.47,45.6
nonspeech,45.6,45.72
speech,45.72,46.39
nonspeech,46.39,47.43
speech,47.43,50.25
nonspeech,50.25,50.26
speech,50.26,51.04
nonspeech,51.04,56.1
speech,56.1,58.63
nonspeech,58.63,58.65
speech,58.65,58.68
nonspeech,58.68,58.69
speech,58.69,60.0
nonspeech,60.0,60.01
