label,start,stop
nonspeech,0.0,0.52
speech,0.52,2.16
nonspeech,2.16,2.24
speech,2.24,4.88
nonspeech,4.88,4.97
speech,4.97,8.32
nonspeech,8.32,8.41
speech,8.41,10.8
nonspeech,10.8,10.94
speech,10.94,12.32
nonspeech,12.32,12.52
speech,12.52,14.2
nonspeech,14.2,14.28
speech,14.28,15.51
nonspeech,15.51,15.59
speech,15.59,17.73
nonspeech,17.73,17.85
speech,17.85,18.48
nonspeech,18.48,18.72
speech,18.72,22.55
nonspeech,22.55,22.79
speech,22.79,26.01
nonspeech,26.01,27.13
speech,27.13,27.84
nonspeech,27.84,29.66
speech,29.66,34.35
nonspeech,34.35,34.73
speech,34.73,35.82
nonspeech,35.82,35.91
speech,35.91,37.75
nonspeech,37.75,37.94
speech,37.94,39.19
nonspeech,39.19,39.87
speech,39.87,40.95
nonspeech,40.95,41.45
speech,41.45,42.55
nonspeech,42.55,42.64
speech,42.64,46.57
nonspeech,46.57,46.96
speech,46.96,47.96
nonspeech,47.96,47.97
speech,47.97,50.27
nonspeech,50.27,50.56
speech,50.56,53.09
nonspeech,53.09,53.24
speech,53.24,53.72
nonspeech,53.72,53.8
speech,53.8,56.7
nonspeech,56.7,56.86
speech,56.86,58.7
nonspeech,58.7,58.8
speech,58.8,60.15
nonspeech,60.15,60.16
