label,start,stop
nonspeech,0.0,0.79
speech,0.79,2.64
nonspeech,2.64,2.81
speech,2.81,5.78
nonspeech,5.78,6.18
speech,6.18,8.3
nonspeech,8.3,8.51
speech,8.51,9.87
nonspeech,9.87,10.14
speech,10.14,13.28
nonspeech,13.28,13.58
speech,13.58,14.11
nonspeech,14.11,14.79
speech,14.79,15.26
nonspeech,15.26,16.31
speech,16.31,18.76
nonspeech,18.76,18.88
speech,18.88,20.06
nonspeech,20.06,21.56
speech,21.56,26.5
nonspeech,26.5,26.53
speech,26.53,28.91
nonspeech,28.91,30.31
speech,30.31,30.75
nonspeech,30.75,31.1
speech,31.1,31.6
nonspeech,31.6,31.66
speech,31.66,33.12
nonspeech,33.12,34.4
speech,34.4,36.31
nonspeech,36.31,36.56
speech,36.56,39.8
nonspeech,39.8,40.25
speech,40.25,42.1
nonspeech,42.1,42.22
speech,42.22,42.51
nonspeech,42.51,43.37
speech,43.37,44.49
nonspeech,44.49,45.02
speech,45.02,47.51
nonspeech,47.51,48.16
speech,48.16,50.31
nonspeech,50.31,50.51
speech,50.51,51.99
nonspeech,51.99,52.17
speech,52.17,52.65
nonspeech,52.65,52.94
speech,52.94,54.99
nonspeech,54.99,55.39
speech,55.39,58.24
nonspeech,58.24,59.08
speech,59.08,61.5
nonspeech,61.5,61.51
