label,start,stop
nonspeech,0.0,0.08
speech,0.08,0.55
nonspeech,0.55,0.73
speech,0.73,2.35
nonspeech,2.35,3.45
speech,3.45,4.03
nonspeech,4.03,4.85
speech,4.85,5.81
nonspeech,5.81,6.55
speech,6.55,7.6
nonspeech,7.6,8.08
speech,8.08,8.11
nonspeech,8.11,8.65
speech,8.65,9.66
nonspeech,9.66,9.97
speech,9.97,11.39
nonspeech,11.39,11.4
speech,11.4,11.78
nonspeech,11.78,11.98
speech,11.98,15.29
nonspeech,15.29,16.9
speech,16.9,19.04
nonspeech,19.04,19.82
speech,19.82,21.38
nonspeech,21.38,21.41
speech,21.41,23.46
nonspeech,23.46,23.56
speech,23.56,26.15
nonspeech,26.15,26.67
speech,26.67,27.34
nonspeech,27.34,29.82
speech,29.82,31.35
nonspeech,31.35,32.58
speech,32.58,33.43
nonspeech,33.43,33.69
speech,33.69,34.62
nonspeech,34.62,34.74
speech,34.74,35.1
nonspeech,35.1,37.09
speech,37.09,37.76
nonspeech,37.76,38.96
speech,38.96,39.81
nonspeech,39.81,40.56
speech,40.56,41.98
nonspeech,41.98,41.99
speech,41.99,42.09
nonspeech,42.09,43.06
speech,43.06,46.99
nonspeech,46.99,48.47
speech,48.47,49.25
nonspeech,49.25,49.34
speech,49.34,50.1
nonspeech,50.1,51.06
speech,51.06,51.62
nonspeech,51.62,51.91
speech,51.91,57.22
nonspeech,57.22,57.48
speech,57.48,58.14
nonspeech,58.14,58.68
speech,58.68,60.36
nonspeech,60.36,60.48
speech,60.48,61.35
nonspeech,61.35,61.36
