label,start,stop
nonspeech,0.0,0.32
speech,0.32,4.13
nonspeech,4.13,4.58
speech,4.58,9.05
nonspeech,9.05,9.2
speech,9.2,11.28
nonspeech,11.28,11.29
speech,11.29,13.03
nonspeech,13.03,13.51
speech,13.51,15.73
nonspeech,15.73,15.85
speech,15.85,19.72
nonspeech,19.72,19.93
speech,19.93,20.44
nonspeech,20.44,20.92
speech,20.92,23.18
nonspeech,23.18,23.25
speech,23.25,26.08
nonspeech,26.08,26.29
speech,26.29,28.76
nonspeech,28.76,28.92
speech,28.92,30.27
nonspeech,30.27,30.75
speech,30.75,32.07
nonspeech,32.07,32.94
speech,32.94,35.68
nonspeech,35.68,35.69
speech,35.69,37.86
nonspeech,37.86,38.08
speech,38.08,41.8
nonspeech,41.8,42.06
speech,42.06,45.85
nonspeech,45.85,46.28
speech,46.28,49.01
nonspeech,49.01,49.03
speech,49.03,51.45
nonspeech,51.45,51.77
speech,51.77,55.57
nonspeech,55.57,55.58
speech,55.58,56.51
nonspeech,56.51,56.67
speech,56.67,61.28
nonspeech,61.28,61.29
