label,start,stop
speech,0.0,0.8
nonspeech,0.8,1.54
speech,1.54,2.88
nonspeech,2.88,3.85
speech,3.85,5.95
nonspeech,5.95,6.19
speech,6.19,6.84
nonspeech,6.84,7.0
speech,7.0,7.93
nonspeech,7.93,8.33
speech,8.33,8.75
nonspeech,8.75,9.37
speech,9.37,11.9
nonspeech,11.9,13.47
speech,13.47,16.3
nonspeech,16.3,17.64
speech,17.64,20.29
nonspeech,20.29,21.86
speech,21.86,23.26
nonspeech,23.26,23.27
speech,23.27,25.55
nonspeech,25.55,26.18
speech,26.18,29.69
nonspeech,29.69,30.02
speech,30.02,32.5
nonspeech,32.5,32.57
speech,32.57,33.75
nonspeech,33.75,34.41
speech,34.41,38.35
nonspeech,38.35,38.49
speech,38.49,40.79
nonspeech,40.79,42.47
speech,42.47,45.66
nonspeech,45.66,47.71
speech,47.71,51.37
nonspeech,51.37,51.83
speech,51.83,56.95
nonspeech,56.95,57.31
speech,57.31,60.07
nonspeech,60.07,60.27
