label,start,stop
nonspeech,0.0,0.01
speech,0.01,3.42
nonspeech,3.42,3.61
speech,3.61,6.75
nonspeech,6.75,6.82
speech,6.82,12.85
nonspeech,12.85,13.04
speech,13.04,17.0
nonspeech,17.0,17.42
speech,17.42,27.35
nonspeech,27.35,27.76
speech,27.76,32.53
nonspeech,32.53,32.78
speech,32.78,36.12
nonspeech,36.12,36.31
speech,36.31,40.6
nonspeech,40.6,40.85
speech,40.85,48.22
nonspeech,48.22,48.4
speech,48.4,50.79
nonspeech,50.79,50.93
speech,50.93,53.4
nonspeech,53.4,53.53
speech,53.53,55.8
nonspeech,55.8,55.89
speech,55.89,60.0
nonspeech,60.0,60.01
