label,start,stop
speech,0.0,3.61
nonspeech,3.61,3.88
speech,3.88,6.68
nonspeech,6.68,7.03
speech,7.03,7.6
nonspeech,7.6,7.66
speech,7.66,10.3
nonspeech,10.3,11.1
speech,11.1,11.66
nonspeech,11.66,11.83
speech,11.83,14.9
nonspeech,14.9,14.93
speech,14.93,16.08
nonspeech,16.08,16.39
speech,16.39,23.76
nonspeech,23.76,23.94
speech,23.94,25.56
nonspeech,25.56,25.72
speech,25.72,28.49
nonspeech,28.49,28.93
speech,28.93,30.01
nonspeech,30.01,30.08
speech,30.08,30.64
nonspeech,30.64,30.79
speech,30.79,34.8
nonspeech,34.8,34.96
speech,34.96,37.09
nonspeech,37.09,37.47
speech,37.47,39.39
nonspeech,39.39,39.56
speech,39.56,49.08
nonspeech,49.08,49.19
speech,49.19,51.58
nonspeech,51.58,51.69
speech,51.69,52.58
nonspeech,52.58,52.61
speech,52.61,54.78
nonspeech,54.78,55.3
speech,55.3,59.07
nonspeech,59.07,59.18
speech,59.18,60.23
nonspeech,60.23,60.4
