label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.0
nonspeech,1.0,2.81
speech,2.81,6.06
nonspeech,6.06,6.55
speech,6.55,6.95
nonspeech,6.95,7.21
speech,7.21,15.89
nonspeech,15.89,16.25
speech,16.25,17.1
nonspeech,17.1,17.65
speech,17.65,19.75
nonspeech,19.75,19.83
speech,19.83,21.13
nonspeech,21.13,23.14
speech,23.14,30.35
nonspeech,30.35,30.82
speech,30.82,37.12
nonspeech,37.12,37.52
speech,37.52,42.6
nonspeech,42.6,42.87
speech,42.87,48.72
nonspeech,48.72,48.97
speech,48.97,51.93
nonspeech,51.93,52.2
speech,52.2,53.59
nonspeech,53.59,53.89
speech,53.89,57.82
nonspeech,57.82,57.91
speech,57.91,60.68
nonspeech,60.68,60.8
speech,60.8,61.0
nonspeech,61.0,61.01
