label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.4
nonspeech,0.4,0.48
speech,0.48,1.49
nonspeech,1.49,1.65
speech,1.65,9.98
nonspeech,9.98,10.99
speech,10.99,14.57
nonspeech,14.57,15.08
speech,15.08,18.32
nonspeech,18.32,18.65
speech,18.65,19.29
nonspeech,19.29,19.41
speech,19.41,24.24
nonspeech,24.24,24.39
speech,24.39,24.81
nonspeech,24.81,25.04
speech,25.04,28.98
nonspeech,28.98,29.87
speech,29.87,37.38
nonspeech,37.38,37.57
speech,37.57,43.21
nonspeech,43.21,43.3
speech,43.3,45.78
nonspeech,45.78,45.89
speech,45.89,47.67
nonspeech,47.67,47.79
speech,47.79,51.17
nonspeech,51.17,51.26
speech,51.26,52.81
nonspeech,52.81,53.82
speech,53.82,56.04
nonspeech,56.04,56.13
speech,56.13,56.81
nonspeech,56.81,57.47
speech,57.47,61.09
nonspeech,61.09,61.29
speech,61.29,61.9
nonspeech,61.9,61.91
