label,start,stop
nonspeech,0.0,0.92
speech,0.92,3.01
nonspeech,3.01,4.95
speech,4.95,9.24
nonspeech,9.24,9.3
speech,9.3,13.84
nonspeech,13.84,13.89
speech,13.89,14.28
nonspeech,14.28,14.39
speech,14.39,16.32
nonspeech,16.32,16.51
speech,16.51,18.93
nonspeech,18.93,19.26
speech,19.26,20.57
nonspeech,20.57,20.92
speech,20.92,21.37
nonspeech,21.37,21.42
speech,21.42,24.98
nonspeech,24.98,25.0
speech,25.0,29.72
nonspeech,29.72,30.03
speech,30.03,30.54
nonspeech,30.54,30.74
speech,30.74,33.2
nonspeech,33.2,33.61
speech,33.61,35.61
nonspeech,35.61,35.63
speech,35.63,36.32
nonspeech,36.32,36.68
speech,36.68,39.74
nonspeech,39.74,39.78
speech,39.78,44.61
nonspeech,44.61,44.63
speech,44.63,45.35
nonspeech,45.35,46.45
speech,46.45,51.15
nonspeech,51.15,51.49
speech,51.49,54.66
nonspeech,54.66,54.84
speech,54.84,56.8
nonspeech,56.8,56.83
speech,56.83,57.06
nonspeech,57.06,57.39
speech,57.39,59.46
nonspeech,59.46,59.73
speech,59.73,60.13
nonspeech,60.13,60.14
speech,60.14,60.24
nonspeech,60.24,60.27
speech,60.27,61.77
nonspeech,61.77,61.89
