label,start,stop
nonspeech,0.0,0.28
speech,0.28,4.23
nonspeech,4.23,4.25
speech,4.25,4.6
nonspeech,4.6,4.67
speech,4.67,7.48
nonspeech,7.48,7.63
speech,7.63,9.66
nonspeech,9.66,9.8
speech,9.8,11.72
nonspeech,11.72,11.93
speech,11.93,16.79
nonspeech,16.79,16.81
speech,16.81,18.17
nonspeech,18.17,18.18
speech,18.18,22.36
nonspeech,22.36,22.6
speech,22.6,23.59
nonspeech,23.59,23.74
speech,23.74,25.93
nonspeech,25.93,26.21
speech,26.21,29.76
nonspeech,29.76,29.94
speech,29.94,31.87
nonspeech,31.87,32.09
speech,32.09,34.2
nonspeech,34.2,34.31
speech,34.31,36.1
nonspeech,36.1,36.31
speech,36.31,42.09
nonspeech,42.09,42.12
speech,42.12,44.7
nonspeech,44.7,44.78
speech,44.78,49.73
nonspeech,49.73,49.79
speech,49.79,50.25
nonspeech,50.25,50.32
speech,50.32,51.83
nonspeech,51.83,51.98
speech,51.98,54.56
nonspeech,54.56,54.66
speech,54.66,55.59
nonspeech,55.59,55.64
speech,55.64,58.57
nonspeech,58.57,58.69
speech,58.69,59.98
nonspeech,59.98,59.99
