label,start,stop
speech,0.0,2.65
nonspeech,2.65,2.77
speech,2.77,17.04
nonspeech,17.04,17.24
speech,17.24,19.09
nonspeech,19.09,19.21
speech,19.21,23.69
nonspeech,23.69,23.78
speech,23.78,25.29
nonspeech,25.29,25.33
speech,25.33,27.4
nonspeech,27.4,27.49
speech,27.49,29.47
nonspeech,29.47,29.55
speech,29.55,30.96
nonspeech,30.96,30.97
speech,30.97,32.47
nonspeech,32.47,32.73
speech,32.73,33.79
nonspeech,33.79,33.85
speech,33.85,38.05
nonspeech,38.05,38.4
speech,38.4,51.55
nonspeech,51.55,51.68
speech,51.68,53.18
nonspeech,53.18,53.3
speech,53.3,53.88
nonspeech,53.88,53.93
speech,53.93,59.98
nonspeech,59.98,59.99
