label,start,stop
nonspeech,0.0,0.01
speech,0.01,2.13
nonspeech,2.13,2.33
speech,2.33,4.27
nonspeech,4.27,4.69
speech,4.69,5.39
nonspeech,5.39,5.72
speech,5.72,6.67
nonspeech,6.67,6.95
speech,6.95,13.11
nonspeech,13.11,13.5
speech,13.5,17.89
nonspeech,17.89,18.44
speech,18.44,22.58
nonspeech,22.58,22.77
speech,22.77,28.45
nonspeech,28.45,29.4
speech,29.4,33.18
nonspeech,33.18,33.28
speech,33.28,36.49
nonspeech,36.49,36.83
speech,36.83,38.56
nonspeech,38.56,38.7
speech,38.7,40.61
nonspeech,40.61,40.73
speech,40.73,44.85
nonspeech,44.85,45.54
speech,45.54,47.52
nonspeech,47.52,47.58
speech,47.58,48.45
nonspeech,48.45,48.63
speech,48.63,50.68
nonspeech,50.68,50.99
speech,50.99,55.63
nonspeech,55.63,55.66
speech,55.66,56.94
nonspeech,56.94,57.1
speech,57.1,58.28
nonspeech,58.28,58.39
speech,58.39,59.32
nonspeech,59.32,59.61
speech,59.61,60.63
nonspeech,60.63,61.08
