label,start,stop
speech,0.0,0.77
nonspeech,0.77,0.88
speech,0.88,1.57
nonspeech,1.57,1.74
speech,1.74,3.0
nonspeech,3.0,3.25
speech,3.25,6.98
nonspeech,6.98,7.39
speech,7.39,9.74
nonspeech,9.74,10.46
speech,10.46,11.57
nonspeech,11.57,11.71
speech,11.71,15.3
nonspeech,15.3,15.45
speech,15.45,16.47
nonspeech,16.47,16.71
speech,16.71,16.77
nonspeech,16.77,17.03
speech,17.03,18.5
nonspeech,18.5,18.93
speech,18.93,22.22
nonspeech,22.22,22.31
speech,22.31,25.55
nonspeech,25.55,25.65
speech,25.65,26.61
nonspeech,26.61,26.64
speech,26.64,27.96
nonspeech,27.96,28.3
speech,28.3,37.58
nonspeech,37.58,37.97
speech,37.97,40.92
nonspeech,40.92,41.44
speech,41.44,42.43
nonspeech,42.43,42.6
speech,42.6,45.78
nonspeech,45.78,45.9
speech,45.9,49.32
nonspeech,49.32,49.47
speech,49.47,51.43
nonspeech,51.43,51.47
speech,51.47,57.29
nonspeech,57.29,58.14
speech,58.14,61.28
nonspeech,61.28,61.29
