label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.72
nonspeech,1.72,3.39
speech,3.39,5.96
nonspeech,5.96,6.26
speech,6.26,6.52
nonspeech,6.52,8.12
speech,8.12,8.9
nonspeech,8.9,9.3
speech,9.3,10.04
nonspeech,10.04,10.11
speech,10.11,11.05
nonspeech,11.05,11.07
speech,11.07,18.16
nonspeech,18.16,18.36
speech,18.36,18.92
nonspeech,18.92,19.0
speech,19.0,21.28
nonspeech,21.28,22.13
speech,22.13,23.26
nonspeech,23.26,24.54
speech,24.54,25.03
nonspeech,25.03,25.14
speech,25.14,25.7
nonspeech,25.7,25.74
speech,25.74,26.35
nonspeech,26.35,26.52
speech,26.52,26.97
nonspeech,26.97,27.03
speech,27.03,28.06
nonspeech,28.06,28.73
speech,28.73,30.81
nonspeech,30.81,30.97
speech,30.97,36.62
nonspeech,36.62,36.83
speech,36.83,37.75
nonspeech,37.75,37.99
speech,37.99,38.71
nonspeech,38.71,38.75
speech,38.75,39.57
nonspeech,39.57,39.87
speech,39.87,40.8
nonspeech,40.8,40.92
speech,40.92,46.64
nonspeech,46.64,46.83
speech,46.83,48.55
nonspeech,48.55,48.83
speech,48.83,51.42
nonspeech,51.42,52.54
speech,52.54,52.92
nonspeech,52.92,54.57
speech,54.57,60.83
nonspeech,60.83,60.84
