label,start,stop
nonspeech,0.0,0.27
speech,0.27,1.28
nonspeech,1.28,1.67
speech,1.67,1.96
nonspeech,1.96,1.97
speech,1.97,2.35
nonspeech,2.35,3.25
speech,3.25,8.41
nonspeech,8.41,8.79
speech,8.79,11.43
nonspeech,11.43,11.46
speech,11.46,11.54
nonspeech,11.54,11.9
speech,11.9,14.25
nonspeech,14.25,14.38
speech,14.38,16.77
nonspeech,16.77,16.9
speech,16.9,17.08
nonspeech,17.08,17.42
speech,17.42,18.08
nonspeech,18.08,18.19
speech,18.19,19.21
nonspeech,19.21,19.56
speech,19.56,19.94
nonspeech,19.94,19.95
speech,19.95,21.73
nonspeech,21.73,21.82
speech,21.82,23.37
nonspeech,23.37,24.3
speech,24.3,25.72
nonspeech,25.72,26.23
speech,26.23,26.9
nonspeech,26.9,27.33
speech,27.33,28.43
nonspeech,28.43,28.69
speech,28.69,29.4
nonspeech,29.4,29.46
speech,29.46,30.7
nonspeech,30.7,31.59
speech,31.59,32.78
nonspeech,32.78,33.09
speech,33.09,35.3
nonspeech,35.3,35.73
speech,35.73,36.23
nonspeech,36.23,37.06
speech,37.06,41.76
nonspeech,41.76,41.85
speech,41.85,46.12
nonspeech,46.12,46.22
speech,46.22,52.19
nonspeech,52.19,52.69
speech,52.69,54.11
nonspeech,54.11,54.62
speech,54.62,61.54
nonspeech,61.54,61.55
