label,start,stop
nonspeech,0.0,0.49
speech,0.49,3.4
nonspeech,3.4,3.47
speech,3.47,3.87
nonspeech,3.87,4.06
speech,4.06,6.71
nonspeech,6.71,7.89
speech,7.89,13.26
nonspeech,13.26,13.58
speech,13.58,16.57
nonspeech,16.57,16.63
speech,16.63,19.46
nonspeech,19.46,19.71
speech,19.71,26.74
nonspeech,26.74,26.95
speech,26.95,30.04
nonspeech,30.04,30.27
speech,30.27,32.84
nonspeech,32.84,32.92
speech,32.92,38.4
nonspeech,38.4,38.64
speech,38.64,47.29
nonspeech,47.29,47.48
speech,47.48,50.08
nonspeech,50.08,50.43
speech,50.43,55.43
nonspeech,55.43,55.71
speech,55.71,59.98
nonspeech,59.98,59.99
