label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.19
nonspeech,1.19,1.72
speech,1.72,3.88
nonspeech,3.88,5.59
speech,5.59,7.25
nonspeech,7.25,8.1
speech,8.1,9.08
nonspeech,9.08,10.24
speech,10.24,10.69
nonspeech,10.69,11.72
speech,11.72,12.4
nonspeech,12.4,13.26
speech,13.26,15.36
nonspeech,15.36,16.68
speech,16.68,17.91
nonspeech,17.91,18.17
speech,18.17,21.19
nonspeech,21.19,23.96
speech,23.96,24.64
nonspeech,24.64,26.31
speech,26.31,27.97
nonspeech,27.97,28.78
speech,28.78,30.3
nonspeech,30.3,31.68
speech,31.68,34.0
nonspeech,34.0,34.36
speech,34.36,35.42
nonspeech,35.42,37.0
speech,37.0,38.71
nonspeech,38.71,39.5
speech,39.5,41.56
nonspeech,41.56,41.74
speech,41.74,42.83
nonspeech,42.83,43.96
speech,43.96,44.62
nonspeech,44.62,44.84
speech,44.84,46.75
nonspeech,46.75,48.05
speech,48.05,49.28
nonspeech,49.28,50.81
speech,50.81,53.64
nonspeech,53.64,55.08
speech,55.08,57.51
nonspeech,57.51,58.77
speech,58.77,59.88
nonspeech,59.88,59.99
