label,start,stop
nonspeech,0.0,0.01
speech,0.01,4.43
nonspeech,4.43,4.44
speech,4.44,5.41
nonspeech,5.41,5.68
speech,5.68,9.7
nonspeech,9.7,10.27
speech,10.27,11.21
nonspeech,11.21,11.26
speech,11.26,12.45
nonspeech,12.45,12.93
speech,12.93,13.84
nonspeech,13.84,14.09
speech,14.09,17.19
nonspeech,17.19,17.27
speech,17.27,18.79
nonspeech,18.79,18.81
speech,18.81,19.52
nonspeech,19.52,19.65
speech,19.65,21.26
nonspeech,21.26,21.5
speech,21.5,23.14
nonspeech,23.14,23.22
speech,23.22,24.7
nonspeech,24.7,25.32
speech,25.32,41.95
nonspeech,41.95,42.25
speech,42.25,58.14
nonspeech,58.14,58.15
speech,58.15,58.71
nonspeech,58.71,58.84
speech,58.84,59.35
nonspeech,59.35,59.53
speech,59.53,59.98
nonspeech,59.98,59.99
