label,start,stop
nonspeech,0.0,0.06
speech,0.06,2.18
nonspeech,2.18,2.5
speech,2.5,4.68
nonspeech,4.68,4.96
speech,4.96,7.26
nonspeech,7.26,7.35
speech,7.35,8.34
nonspeech,8.34,8.4
speech,8.4,12.02
nonspeech,12.02,12.15
speech,12.15,14.49
nonspeech,14.49,14.61
speech,14.61,17.33
nonspeech,17.33,17.57
speech,17.57,20.03
nonspeech,20.03,20.2
speech,20.2,21.89
nonspeech,21.89,22.11
speech,22.11,24.73
nonspeech,24.73,25.09
speech,25.09,29.58
nonspeech,29.58,29.72
speech,29.72,33.27
nonspeech,33.27,33.44
speech,33.44,34.1
nonspeech,34.1,34.12
speech,34.12,37.36
nonspeech,37.36,37.43
speech,37.43,38.93
nonspeech,38.93,39.08
speech,39.08,40.99
nonspeech,40.99,41.52
speech,41.52,49.12
nonspeech,49.12,49.18
speech,49.18,52.42
nonspeech,52.42,52.5
speech,52.5,55.34
nonspeech,55.34,55.58
speech,55.58,61.27
nonspeech,61.27,61.61
