label,start,stop
nonspeech,0.0,3.6
speech,3.6,4.38
nonspeech,4.38,7.44
speech,7.44,9.2
nonspeech,9.2,9.3
speech,9.3,10.54
nonspeech,10.54,16.79
speech,16.79,17.6
nonspeech,17.6,17.9
speech,17.9,19.17
nonspeech,19.17,21.23
speech,21.23,23.0
nonspeech,23.0,23.1
speech,23.1,24.7
nonspeech,24.7,25.86
speech,25.86,26.7
nonspeech,26.7,28.26
speech,28.26,29.06
nonspeech,29.06,29.92
speech,29.92,30.75
nonspeech,30.75,32.34
speech,32.34,32.7
nonspeech,32.7,33.72
speech,33.72,34.89
nonspeech,34.89,35.81
speech,35.81,36.77
nonspeech,36.77,36.83
speech,36.83,38.28
nonspeech,38.28,38.42
speech,38.42,39.16
nonspeech,39.16,39.46
speech,39.46,40.27
nonspeech,40.27,41.03
speech,41.03,41.61
nonspeech,41.61,42.51
speech,42.51,43.75
nonspeech,43.75,44.1
speech,44.1,44.47
nonspeech,44.47,44.93
speech,44.93,46.2
nonspeech,46.2,46.72
speech,46.72,48.7
nonspeech,48.7,48.85
speech,48.85,51.66
nonspeech,51.66,51.77
speech,51.77,52.22
nonspeech,52.22,52.85
speech,52.85,54.37
nonspeech,54.37,54.62
speech,54.62,56.46
nonspeech,56.46,56.86
speech,56.86,57.84
nonspeech,57.84,58.79
speech,58.79,59.48
nonspeech,59.48,59.91
speech,59.91,60.41
nonspeech,60.41,61.48
