label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.24
nonspeech,0.24,0.28
speech,0.28,2.33
nonspeech,2.33,7.49
speech,7.49,10.38
nonspeech,10.38,11.08
speech,11.08,12.69
nonspeech,12.69,12.92
speech,12.92,15.36
nonspeech,15.36,15.39
speech,15.39,16.17
nonspeech,16.17,16.21
speech,16.21,17.34
nonspeech,17.34,17.64
speech,17.64,18.54
nonspeech,18.54,18.98
speech,18.98,20.21
nonspeech,20.21,20.65
speech,20.65,21.85
nonspeech,21.85,21.98
speech,21.98,25.35
nonspeech,25.35,25.73
speech,25.73,27.87
nonspeech,27.87,28.57
speech,28.57,29.49
nonspeech,29.49,29.78
speech,29.78,30.77
nonspeech,30.77,31.27
speech,31.27,33.95
nonspeech,33.95,34.56
speech,34.56,34.88
nonspeech,34.88,35.65
speech,35.65,36.81
nonspeech,36.81,36.95
speech,36.95,38.49
nonspeech,38.49,39.18
speech,39.18,42.59
nonspeech,42.59,42.98
speech,42.98,47.49
nonspeech,47.49,47.61
speech,47.61,48.1
nonspeech,48.1,49.47
speech,49.47,51.82
nonspeech,51.82,52.18
speech,52.18,55.07
nonspeech,55.07,55.28
speech,55.28,55.93
nonspeech,55.93,56.75
speech,56.75,59.13
nonspeech,59.13,59.18
speech,59.18,60.22
nonspeech,60.22,60.29
