label,start,stop
nonspeech,0.0,0.15
speech,0.15,0.4
nonspeech,0.4,0.65
speech,0.65,2.81
nonspeech,2.81,2.89
speech,2.89,3.53
nonspeech,3.53,3.73
speech,3.73,6.89
nonspeech,6.89,6.94
speech,6.94,7.59
nonspeech,7.59,7.77
speech,7.77,9.03
nonspeech,9.03,9.3
speech,9.3,10.67
nonspeech,10.67,10.71
speech,10.71,11.13
nonspeech,11.13,11.16
speech,11.16,13.25
nonspeech,13.25,13.42
speech,13.42,14.7
nonspeech,14.7,15.31
speech,15.31,15.99
nonspeech,15.99,16.12
speech,16.12,16.8
nonspeech,16.8,16.94
speech,16.94,17.77
nonspeech,17.77,18.1
speech,18.1,19.7
nonspeech,19.7,19.82
speech,19.82,21.32
nonspeech,21.32,22.51
speech,22.51,23.43
nonspeech,23.43,23.75
speech,23.75,23.97
nonspeech,23.97,24.3
speech,24.3,33.37
nonspeech,33.37,33.73
speech,33.73,40.25
nonspeech,40.25,40.37
speech,40.37,41.17
nonspeech,41.17,41.89
speech,41.89,44.81
nonspeech,44.81,44.89
speech,44.89,52.4
nonspeech,52.4,52.69
speech,52.69,55.83
nonspeech,55.83,55.94
speech,55.94,57.65
nonspeech,57.65,57.78
speech,57.78,59.19
nonspeech,59.19,59.38
speech,59.38,60.15
nonspeech,60.15,60.16
