label,start,stop
nonspeech,0.0,0.24
speech,0.24,0.53
nonspeech,0.53,1.18
speech,1.18,6.47
nonspeech,6.47,6.78
speech,6.78,11.58
nonspeech,11.58,12.55
speech,12.55,15.72
nonspeech,15.72,16.12
speech,16.12,18.93
nonspeech,18.93,19.08
speech,19.08,21.09
nonspeech,21.09,21.18
speech,21.18,21.72
nonspeech,21.72,22.04
speech,22.04,25.23
nonspeech,25.23,25.74
speech,25.74,26.85
nonspeech,26.85,27.14
speech,27.14,32.11
nonspeech,32.11,32.23
speech,32.23,34.03
nonspeech,34.03,34.06
speech,34.06,35.57
nonspeech,35.57,35.77
speech,35.77,38.54
nonspeech,38.54,38.61
speech,38.61,40.61
nonspeech,40.61,40.64
speech,40.64,42.16
nonspeech,42.16,42.25
speech,42.25,43.51
nonspeech,43.51,44.48
speech,44.48,52.39
nonspeech,52.39,52.77
speech,52.77,54.03
nonspeech,54.03,54.33
speech,54.33,55.18
nonspeech,55.18,55.23
speech,55.23,56.41
nonspeech,56.41,57.85
speech,57.85,59.4
nonspeech,59.4,60.43
speech,60.43,61.11
nonspeech,61.11,61.12
