label,start,stop
nonspeech,0.0,0.04
speech,0.04,1.45
nonspeech,1.45,2.37
speech,2.37,2.64
nonspeech,2.64,2.68
speech,2.68,6.07
nonspeech,6.07,6.17
speech,6.17,8.51
nonspeech,8.51,9.43
speech,9.43,16.36
nonspeech,16.36,16.55
speech,16.55,17.11
nonspeech,17.11,18.35
speech,18.35,18.68
nonspeech,18.68,19.65
speech,19.65,21.75
nonspeech,21.75,21.97
speech,21.97,24.57
nonspeech,24.57,24.65
speech,24.65,28.79
nonspeech,28.79,28.8
speech,28.8,31.77
nonspeech,31.77,31.9
speech,31.9,36.67
nonspeech,36.67,36.87
speech,36.87,59.99
nonspeech,59.99,60.01
