label,start,stop
speech,0.0,5.55
nonspeech,5.55,5.73
speech,5.73,8.61
nonspeech,8.61,9.19
speech,9.19,10.51
nonspeech,10.51,10.77
speech,10.77,10.99
nonspeech,10.99,11.15
speech,11.15,11.73
nonspeech,11.73,11.74
speech,11.74,11.76
nonspeech,11.76,12.05
speech,12.05,12.27
nonspeech,12.27,13.17
speech,13.17,13.5
nonspeech,13.5,17.23
speech,17.23,17.68
nonspeech,17.68,19.53
speech,19.53,20.69
nonspeech,20.69,21.89
speech,21.89,22.7
nonspeech,22.7,22.83
speech,22.83,23.3
nonspeech,23.3,24.36
speech,24.36,25.92
nonspeech,25.92,26.39
speech,26.39,27.96
nonspeech,27.96,31.45
speech,31.45,32.76
nonspeech,32.76,33.63
speech,33.63,35.25
nonspeech,35.25,35.47
speech,35.47,35.99
nonspeech,35.99,36.33
speech,36.33,37.21
nonspeech,37.21,37.3
speech,37.3,37.78
nonspeech,37.78,37.98
speech,37.98,38.73
nonspeech,38.73,38.76
speech,38.76,39.6
nonspeech,39.6,39.73
speech,39.73,40.49
nonspeech,40.49,40.85
speech,40.85,42.32
nonspeech,42.32,43.58
speech,43.58,44.78
nonspeech,44.78,44.8
speech,44.8,48.28
nonspeech,48.28,48.89
speech,48.89,52.76
nonspeech,52.76,55.17
speech,55.17,57.16
nonspeech,57.16,57.26
speech,57.26,58.76
nonspeech,58.76,58.84
speech,58.84,61.47
nonspeech,61.47,61.48
