label,start,stop
nonspeech,0.0,0.01
speech,0.01,2.0
nonspeech,2.0,2.23
speech,2.23,4.22
nonspeech,4.22,4.57
speech,4.57,7.79
nonspeech,7.79,9.18
speech,9.18,14.36
nonspeech,14.36,15.1
speech,15.1,18.03
nonspeech,18.03,18.3
speech,18.3,25.31
nonspeech,25.31,26.29
speech,26.29,31.37
nonspeech,31.37,32.79
speech,32.79,36.21
nonspeech,36.21,37.45
speech,37.45,39.64
nonspeech,39.64,41.1
speech,41.1,43.66
nonspeech,43.66,44.16
speech,44.16,47.82
nonspeech,47.82,48.87
speech,48.87,50.72
nonspeech,50.72,51.01
speech,51.01,53.93
nonspeech,53.93,54.9
speech,54.9,56.94
nonspeech,56.94,57.0
speech,57.0,60.17
nonspeech,60.17,60.59
speech,60.59,61.18
nonspeech,61.18,61.4
