label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.76
nonspeech,0.76,0.87
speech,0.87,1.81
nonspeech,1.81,2.07
speech,2.07,3.78
nonspeech,3.78,4.02
speech,4.02,4.58
nonspeech,4.58,4.67
speech,4.67,8.53
nonspeech,8.53,8.71
speech,8.71,12.05
nonspeech,12.05,12.5
speech,12.5,18.86
nonspeech,18.86,20.19
speech,20.19,22.08
nonspeech,22.08,22.73
speech,22.73,24.97
nonspeech,24.97,25.13
speech,25.13,29.0
nonspeech,29.0,29.19
speech,29.19,29.92
nonspeech,29.92,30.25
speech,30.25,33.66
nonspeech,33.66,33.98
speech,33.98,36.15
nonspeech,36.15,36.21
speech,36.21,36.86
nonspeech,36.86,36.94
speech,36.94,43.6
nonspeech,43.6,43.74
speech,43.74,45.72
nonspeech,45.72,45.87
speech,45.87,47.74
nonspeech,47.74,47.79
speech,47.79,52.04
nonspeech,52.04,52.26
speech,52.26,53.28
nonspeech,53.28,53.29
speech,53.29,56.55
nonspeech,56.55,56.58
speech,56.58,59.04
nonspeech,59.04,59.48
speech,59.48,59.98
nonspeech,59.98,59.99
