label,start,stop
nonspeech,0.0,0.01
speech,0.01,2.31
nonspeech,2.31,2.47
speech,2.47,7.6
nonspeech,7.6,7.67
speech,7.67,7.7
nonspeech,7.7,7.86
speech,7.86,12.11
nonspeech,12.11,12.28
speech,12.28,17.34
nonspeech,17.34,17.54
speech,17.54,23.24
nonspeech,23.24,23.65
speech,23.65,26.44
nonspeech,26.44,26.64
speech,26.64,27.47
nonspeech,27.47,27.54
speech,27.54,29.09
nonspeech,29.09,29.61
speech,29.61,32.27
nonspeech,32.27,32.78
speech,32.78,37.53
nonspeech,37.53,37.63
speech,37.63,38.57
nonspeech,38.57,38.8
speech,38.8,39.34
nonspeech,39.34,39.5
speech,39.5,41.08
nonspeech,41.08,41.37
speech,41.37,48.41
nonspeech,48.41,48.72
speech,48.72,55.67
nonspeech,55.67,55.79
speech,55.79,60.0
nonspeech,60.0,60.01
