label,start,stop
nonspeech,0.0,1.46
speech,1.46,1.89
nonspeech,1.89,2.44
speech,2.44,2.89
nonspeech,2.89,3.25
speech,3.25,4.56
nonspeech,4.56,4.99
speech,4.99,6.07
nonspeech,6.07,6.54
speech,6.54,8.74
nonspeech,8.74,8.91
speech,8.91,13.3
nonspeech,13.3,13.33
speech,13.33,23.58
nonspeech,23.58,24.58
speech,24.58,25.79
nonspeech,25.79,26.0
speech,26.0,27.41
nonspeech,27.41,28.36
speech,28.36,30.37
nonspeech,30.37,35.23
speech,35.23,36.68
nonspeech,36.68,40.2
speech,40.2,40.51
nonspeech,40.51,40.77
speech,40.77,43.53
nonspeech,43.53,44.01
speech,44.01,45.04
nonspeech,45.04,48.49
speech,48.49,51.54
nonspeech,51.54,52.17
speech,52.17,55.74
nonspeech,55.74,56.61
speech,56.61,57.35
nonspeech,57.35,58.22
speech,58.22,58.79
nonspeech,58.79,59.46
speech,59.46,60.19
nonspeech,60.19,60.87
