label,start,stop
nonspeech,0.0,0.05
speech,0.05,1.62
nonspeech,1.62,2.96
speech,2.96,4.24
nonspeech,4.24,4.31
speech,4.31,6.09
nonspeech,6.09,7.33
speech,7.33,8.63
nonspeech,8.63,9.35
speech,9.35,10.33
nonspeech,10.33,10.35
speech,10.35,11.35
nonspeech,11.35,11.7
speech,11.7,14.89
nonspeech,14.89,15.08
speech,15.08,16.42
nonspeech,16.42,16.64
speech,16.64,19.57
nonspeech,19.57,20.48
speech,20.48,23.26
nonspeech,23.26,23.72
speech,23.72,27.67
nonspeech,27.67,28.07
speech,28.07,31.39
nonspeech,31.39,31.48
speech,31.48,32.75
nonspeech,32.75,32.94
speech,32.94,34.98
nonspeech,34.98,35.35
speech,35.35,35.94
nonspeech,35.94,35.97
speech,35.97,37.99
nonspeech,37.99,38.15
speech,38.15,40.42
nonspeech,40.42,41.04
speech,41.04,42.16
nonspeech,42.16,42.23
speech,42.23,43.8
nonspeech,43.8,44.06
speech,44.06,48.51
nonspeech,48.51,49.04
speech,49.04,49.45
nonspeech,49.45,49.56
speech,49.56,50.07
nonspeech,50.07,50.42
speech,50.42,51.15
nonspeech,51.15,51.24
speech,51.24,52.49
nonspeech,52.49,52.74
speech,52.74,53.42
nonspeech,53.42,53.76
speech,53.76,54.22
nonspeech,54.22,54.45
speech,54.45,58.15
nonspeech,58.15,58.19
speech,58.19,58.36
nonspeech,58.36,58.38
speech,58.38,58.96
nonspeech,58.96,59.0
speech,59.0,60.14
nonspeech,60.14,60.7
speech,60.7,61.47
nonspeech,61.47,61.48
