label,start,stop
male,0.0,6.745
female,6.745,8.245000000000001
male,8.245000000000001,12.745000000000001
female,12.745000000000001,14.245000000000001
male,14.245000000000001,23.244999999999997
female,23.244999999999997,24.744999999999997
male,24.744999999999997,26.244999999999997
female,26.244999999999997,27.744999999999997
male,27.744999999999997,44.700599999999994
female,44.700599999999994,47.700599999999994
male,47.700599999999994,53.700599999999994
female,53.700599999999994,56.700599999999994
male,56.700599999999994,60.011
