label,start,stop
male,0.0,0.03
female,0.03,0.75
male,0.75,3.19
female,3.19,5.72
male,5.72,5.97
female,5.97,8.81
male,8.81,9.32
female,9.32,12.26
male,12.26,12.81
female,12.81,14.97
male,14.97,15.41
female,15.41,19.36
male,19.36,19.71
female,19.71,23.19
male,23.19,32.02
female,32.02,34.34
male,34.34,34.91
female,34.91,36.59
male,36.59,36.84
female,36.84,37.77
male,37.77,37.99
female,37.99,39.42
male,39.42,42.33
female,42.33,43.91
male,43.91,44.04
female,44.04,48.92
male,48.92,49.4
female,49.4,52.29
male,52.29,53.15
female,53.15,57.49
male,57.49,58.84
female,58.84,60.59
male,60.59,61.49
female,61.49,61.94
male,61.94,61.95
