label,start,stop
male,0.0,0.29
female,0.29,5.02
male,5.02,5.13
female,5.13,7.82
male,7.82,8.27
female,8.27,8.8
male,8.8,10.22
female,10.22,12.77
male,12.77,12.99
female,12.99,15.19
male,15.19,15.22
female,15.22,19.7
male,19.7,20.92
female,20.92,25.64
male,25.64,25.84
female,25.84,26.96
male,26.96,27.05
female,27.05,29.08
male,29.08,29.1
female,29.1,31.345000000000002
male,31.345000000000002,32.22
female,32.22,41.965
male,41.965,43.465
female,43.465,50.72
male,50.72,50.89
female,50.89,52.26
male,52.26,52.28
female,52.28,54.95
male,54.95,57.02
female,57.02,58.97
male,58.97,61.44
