label,start,stop
male,0.0,0.01
female,0.01,0.61
male,0.61,0.76
female,0.76,4.9
male,4.9,5.06
female,5.06,10.99
male,10.99,11.13
female,11.13,13.55
male,13.55,13.64
female,13.64,15.52
male,15.52,16.67
female,16.67,21.01
male,21.01,21.91
female,21.91,22.39
male,22.39,22.56
female,22.56,28.54
male,28.54,28.58
female,28.58,31.18
male,31.18,31.26
female,31.26,32.13
male,32.13,32.17
female,32.17,37.53
male,37.53,37.73
female,37.73,41.88
male,41.88,42.01
female,42.01,43.33
male,43.33,43.42
female,43.42,46.2
male,46.2,46.26
female,46.26,48.28
male,48.28,48.34
female,48.34,49.3
male,49.3,49.64
female,49.64,51.63
male,51.63,51.87
female,51.87,57.15
male,57.15,60.76
