label,start,stop
male,0.0,0.1
female,0.1,2.3449999999999998
male,2.3449999999999998,3.8449999999999998
female,3.8449999999999998,10.09
male,10.09,10.13
female,10.13,17.73
male,17.73,17.88
female,17.88,20.19
male,20.19,20.43
female,20.43,22.0
male,22.0,22.16
female,22.16,24.06
male,24.06,24.2
female,24.2,25.34
male,25.34,25.69
female,25.69,27.34
male,27.34,27.39
female,27.39,28.55
male,28.55,29.16
female,29.16,32.05
male,32.05,32.14
female,32.14,34.13
male,34.13,34.18
female,34.18,36.2
male,36.2,36.39
female,36.39,37.86
male,37.86,38.03
female,38.03,41.81
male,41.81,41.82
female,41.82,42.65
male,42.65,42.87
female,42.87,43.47
male,43.47,43.48
female,43.48,44.74
male,44.74,44.86
female,44.86,46.19
male,46.19,46.52
female,46.52,52.25
male,52.25,52.3
female,52.3,55.91
male,55.91,56.19
female,56.19,56.97
male,56.97,57.17
female,57.17,59.12
male,59.12,60.55
